Image,20,40,60,80
Airplane,0.99996,1.00000,0.99996,0.99995
Baboon,1.00000,1.00000,0.99996,0.99996
House,0.99996,1.00000,0.99995,0.99993
Lena,1.00000,1.00000,0.99995,0.99996
Peppers,1.00000,1.00000,0.99995,0.99996
Sailboat,0.99989,1.00000,0.99994,0.99994
Splash,0.99985,1.00000,0.99992,0.99998
Tiffany,0.99989,1.00000,0.99990,0.99993
