,Airplane,Baboon,House,Lena,Peppers,Sailboat,Splash,Tiffany,Average
0,38.59921396547309,38.479607763631805,37.73708929712029,39.68368267181052,39.18041985447702,37.82182615113508,44.607025185726116,41.372827590041645,39.68521155992695
1,36.692568661138935,35.03480426598289,35.51711052562101,36.87391537885039,37.347117506389566,35.25004587326138,42.33101724130063,39.29453634827101,37.29263947510198
2,33.5268617993437,29.555364639673524,32.38401092120676,33.196407972519445,34.84937286867194,31.435574335705354,37.09097718173897,36.89987878491853,33.617306062972276
3,29.405056371117695,25.367179146621353,27.84078504746426,29.73277936855324,30.837044980634722,27.22687747880547,32.39281800610405,34.06569135785301,29.608528969644226
4,26.60285672087465,22.760897069313838,25.065853974909214,27.92496074053846,28.217260956494226,24.288398642007035,29.22104295918726,31.11224832867478,26.899189923999934
5,24.949614688784433,21.127842747438873,23.710538215726274,26.094450544136482,26.15660244958541,22.8651748628133,27.621830012893692,29.001848336522094,25.190987732237566
6,23.516395377833312,19.79096872965399,22.178060676560026,24.809945003307547,24.102354635213366,21.510833080202723,26.37632138696693,27.46624478505182,23.718890459348714
7,22.17777262040236,18.50190475249349,20.853495086981294,23.267095237761268,22.29530009541893,19.953309052611402,24.97837700784386,26.114271796702667,22.26769070627691
