,Airplane,Baboon,House,Lena,Peppers,Sailboat,Splash,Tiffany
0,46.358511511592525,46.36451191010941,46.352303052503075,46.35460633857796,46.22313720181302,46.3470482129295,46.26749029298053,46.30221283773218
