,Airplane,Baboon,House,Lena,Peppers,Sailboat,Splash,Tiffany
0,0.9925447019165354,0.9980574723101749,0.9946822017850739,0.9937791771271932,0.993973957033285,0.9954416517240117,0.9919054097888359,0.9929904380491563
